epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,13322.8,1.31361,0.95106,1.10488,0.55014,0.42052,0.44257,0.27451,1.32385,1.00112,1.08523,0.01336,0.01336,0.01336
150,13403.5,1.30273,0.93951,1.10076,0.54783,0.42138,0.44282,0.27468,1.32388,1.0006,1.08511,0.01318,0.01318,0.01318
151,13483.4,1.31932,0.95259,1.10392,0.55016,0.41997,0.44284,0.27498,1.32303,1.00032,1.08472,0.013,0.013,0.013
152,13563.1,1.3012,0.93386,1.09546,0.5475,0.42102,0.44311,0.27505,1.3228,0.99966,1.0845,0.01282,0.01282,0.01282
153,13641.7,1.31481,0.95252,1.10244,0.5499,0.4207,0.44364,0.27519,1.32235,0.99952,1.08447,0.01264,0.01264,0.01264
154,13720.9,1.31267,0.9437,1.09288,0.54877,0.42133,0.4441,0.27546,1.32275,0.99922,1.0843,0.01246,0.01246,0.01246
155,13799.8,1.2946,0.9382,1.09289,0.54829,0.42173,0.44431,0.27549,1.32243,0.99872,1.08407,0.01228,0.01228,0.01228
156,13881.5,1.31615,0.94731,1.09779,0.5486,0.4222,0.44472,0.27589,1.32236,0.99852,1.08396,0.0121,0.0121,0.0121
157,13961.2,1.27784,0.92156,1.09729,0.54784,0.42248,0.44498,0.27589,1.32218,0.99798,1.08381,0.01192,0.01192,0.01192
158,14130.9,1.29091,0.92585,1.09939,0.54773,0.42318,0.44503,0.27598,1.32179,0.99714,1.08367,0.01174,0.01174,0.01174
159,14211.2,1.29907,0.91661,1.08694,0.54947,0.42143,0.44538,0.27619,1.32209,0.99726,1.08357,0.01156,0.01156,0.01156
160,14290.6,1.28718,0.91329,1.10026,0.54875,0.4231,0.44575,0.27652,1.32184,0.99681,1.0835,0.01138,0.01138,0.01138
161,14368.6,1.29174,0.92745,1.09788,0.55268,0.42193,0.44558,0.27638,1.32186,0.99632,1.0835,0.0112,0.0112,0.0112
162,14448,1.29118,0.92478,1.08857,0.54901,0.42313,0.44573,0.27628,1.32202,0.99598,1.08343,0.01102,0.01102,0.01102
